epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
366,1456.11,0.37291,0.31293,0.87247,0.63656,0.76468,0.67699,0.46748,1.10195,1.4915,1.5714,0.000462259,0.000462259,0.000462259
367,1459.49,0.35642,0.29603,0.88001,0.63976,0.77068,0.69384,0.47769,1.10555,1.49174,1.57442,0.000458958,0.000458958,0.000458958
368,1463.11,0.36108,0.28976,0.87763,0.61631,0.78125,0.7095,0.48297,1.08969,1.51393,1.54129,0.000455658,0.000455658,0.000455658
369,1467.65,0.36459,0.30841,0.90436,0.59802,0.79777,0.73431,0.50952,1.10242,1.50932,1.54084,0.000452357,0.000452357,0.000452357
370,1471.56,0.32324,0.24451,0.85535,0.59133,0.8125,0.7269,0.51199,1.05621,1.44637,1.53197,0.000449056,0.000449056,0.000449056
371,1475.26,0.34483,0.29628,0.85624,0.60818,0.7628,0.70225,0.49301,1.06837,1.46588,1.5559,0.000445756,0.000445756,0.000445756
372,1479.09,0.39357,0.29891,0.89677,0.62095,0.77083,0.71123,0.5179,1.02424,1.60168,1.53215,0.000442455,0.000442455,0.000442455
373,1483.56,0.38582,0.30207,0.8932,0.62245,0.82626,0.68024,0.50305,1.05497,1.39747,1.56428,0.000439154,0.000439154,0.000439154
374,1487.54,0.37625,0.33219,0.89361,0.60938,0.73892,0.67185,0.47738,1.07241,1.51521,1.58411,0.000435854,0.000435854,0.000435854
375,1491.17,0.37091,0.28659,0.88384,0.5857,0.79067,0.6682,0.46984,1.0694,1.51738,1.55931,0.000432553,0.000432553,0.000432553
376,1495.76,0.36265,0.27238,0.88798,0.56481,0.77083,0.67615,0.47357,1.05898,1.53655,1.53384,0.000429253,0.000429253,0.000429253
377,1499.43,0.34921,0.2761,0.86666,0.60279,0.73958,0.70333,0.49143,1.05501,1.5018,1.55793,0.000425952,0.000425952,0.000425952
378,1503.11,0.34471,0.26213,0.86545,0.61456,0.75,0.7125,0.49562,1.08838,1.43991,1.57158,0.000422651,0.000422651,0.000422651
379,1507,0.36547,0.29419,0.88136,0.60522,0.785,0.72828,0.52264,1.0662,1.4003,1.53993,0.000419351,0.000419351,0.000419351
380,1511.92,0.37555,0.29458,0.89009,0.58491,0.7738,0.69188,0.49591,1.07275,1.40029,1.48264,0.00041605,0.00041605,0.00041605
381,1515.48,0.34974,0.25653,0.86721,0.66025,0.70582,0.68673,0.49723,1.05369,1.40984,1.4644,0.000412749,0.000412749,0.000412749
382,1519.23,0.37097,0.30285,0.86714,0.66939,0.7032,0.73647,0.52472,1.02563,1.34586,1.50804,0.000409449,0.000409449,0.000409449
383,1523.89,0.35802,0.27858,0.87149,0.59074,0.7596,0.74532,0.53639,1.05905,1.37124,1.55198,0.000406148,0.000406148,0.000406148
384,1527.72,0.3715,0.3109,0.88587,0.65334,0.72603,0.70995,0.51096,1.04684,1.43018,1.5297,0.000402847,0.000402847,0.000402847
385,1531.3,0.33897,0.3079,0.86701,0.65316,0.70833,0.72376,0.51085,1.07353,1.40848,1.55564,0.000399547,0.000399547,0.000399547
386,1535.96,0.35128,0.27461,0.87412,0.61863,0.73742,0.72057,0.49872,1.10626,1.36905,1.59291,0.000396246,0.000396246,0.000396246
387,1539.98,0.33749,0.26598,0.86212,0.59009,0.84707,0.70396,0.50422,1.08635,1.34399,1.57137,0.000392945,0.000392945,0.000392945
388,1544,0.34869,0.26854,0.86928,0.63736,0.71875,0.71104,0.49378,1.05688,1.34576,1.52728,0.000389645,0.000389645,0.000389645
389,1547.97,0.3659,0.27034,0.88805,0.63368,0.76547,0.71878,0.50842,1.06423,1.24156,1.56135,0.000386344,0.000386344,0.000386344
390,1553.39,0.36238,0.29934,0.87956,0.65309,0.73958,0.73278,0.51305,1.05926,1.28612,1.51466,0.000383043,0.000383043,0.000383043
391,1557.07,0.36497,0.31947,0.89758,0.60331,0.78805,0.70311,0.50682,1.07279,1.34371,1.51644,0.000379743,0.000379743,0.000379743
392,1561.25,0.36725,0.2654,0.89036,0.57933,0.76978,0.70276,0.50285,1.08365,1.43271,1.55635,0.000376442,0.000376442,0.000376442
393,1565.83,0.32938,0.26244,0.85753,0.58139,0.76942,0.69166,0.49307,1.08907,1.44369,1.55838,0.000373141,0.000373141,0.000373141
394,1569.94,0.34994,0.30462,0.87803,0.63533,0.78777,0.72683,0.51682,1.07336,1.31659,1.53853,0.000369841,0.000369841,0.000369841
395,1573.32,0.37151,0.27053,0.87386,0.69152,0.7087,0.74218,0.5136,1.08058,1.30244,1.57038,0.00036654,0.00036654,0.00036654
396,1578.02,0.37406,0.30127,0.89416,0.68678,0.69358,0.73374,0.50646,1.05299,1.29473,1.56855,0.000363239,0.000363239,0.000363239
397,1582.01,0.35062,0.26147,0.87175,0.70535,0.69792,0.73831,0.51382,1.05616,1.29256,1.559,0.000359939,0.000359939,0.000359939
398,1586.8,0.37624,0.31338,0.87596,0.64017,0.71726,0.71178,0.49856,1.07086,1.30074,1.54772,0.000356638,0.000356638,0.000356638
399,1590.61,0.32475,0.24142,0.8711,0.64319,0.72399,0.70387,0.47587,1.08759,1.3615,1.57645,0.000353337,0.000353337,0.000353337
400,1594.77,0.33518,0.27493,0.88494,0.61228,0.82762,0.76051,0.51643,1.09201,1.33658,1.58999,0.000350037,0.000350037,0.000350037
401,1598.22,0.38358,0.29967,0.90413,0.63097,0.8628,0.77259,0.53602,1.08648,1.30713,1.57919,0.000346736,0.000346736,0.000346736
402,1601.87,0.31342,0.24923,0.86645,0.63354,0.85417,0.76971,0.53188,1.09309,1.32265,1.59809,0.000343435,0.000343435,0.000343435
403,1605.68,0.34207,0.28735,0.87567,0.62732,0.80187,0.75591,0.52767,1.1178,1.35978,1.63752,0.000340135,0.000340135,0.000340135
404,1610.18,0.33767,0.26343,0.86854,0.63181,0.74624,0.71083,0.49645,1.14138,1.3784,1.6395,0.000336834,0.000336834,0.000336834
405,1613.89,0.32074,0.24588,0.85497,0.64004,0.81448,0.72573,0.50183,1.10979,1.28992,1.61333,0.000333533,0.000333533,0.000333533
406,1617.66,0.3453,0.25233,0.88254,0.62971,0.81577,0.71971,0.49974,1.09383,1.3007,1.57828,0.000330233,0.000330233,0.000330233
407,1622.2,0.35849,0.31663,0.8842,0.66218,0.73958,0.69606,0.48575,1.09656,1.31229,1.56931,0.000326932,0.000326932,0.000326932
408,1626.08,0.34561,0.28707,0.86519,0.65123,0.77984,0.70268,0.48159,1.07692,1.25331,1.56959,0.000323631,0.000323631,0.000323631
409,1629.87,0.35059,0.27108,0.88423,0.67159,0.77322,0.69879,0.48858,1.06378,1.20634,1.56027,0.000320331,0.000320331,0.000320331
410,1634.36,0.30985,0.26434,0.87765,0.69727,0.72404,0.72663,0.51378,1.07035,1.2735,1.55536,0.00031703,0.00031703,0.00031703
411,1638.56,0.34629,0.27077,0.87287,0.62207,0.83333,0.75576,0.52321,1.09306,1.32091,1.58024,0.000313729,0.000313729,0.000313729
412,1642.2,0.34585,0.2488,0.89638,0.67885,0.7904,0.78897,0.53837,1.12515,1.37288,1.61096,0.000310429,0.000310429,0.000310429
413,1645.99,0.35202,0.26655,0.88398,0.66699,0.75488,0.79256,0.53207,1.12693,1.38994,1.60531,0.000307128,0.000307128,0.000307128
414,1650.53,0.33451,0.27246,0.89175,0.63667,0.82417,0.78086,0.52091,1.15368,1.41088,1.61697,0.000303827,0.000303827,0.000303827
415,1654.07,0.30809,0.24407,0.85796,0.64185,0.83008,0.77744,0.52128,1.1538,1.41117,1.62396,0.000300527,0.000300527,0.000300527
416,1658.04,0.33124,0.25372,0.88,0.68451,0.74339,0.7519,0.51004,1.14568,1.46095,1.62072,0.000297226,0.000297226,0.000297226
417,1662.05,0.29806,0.25215,0.85452,0.65237,0.7462,0.73675,0.50109,1.14559,1.49676,1.61952,0.000293925,0.000293925,0.000293925
418,1666.56,0.31288,0.25843,0.85087,0.68044,0.73315,0.72046,0.49445,1.11982,1.46439,1.58838,0.000290625,0.000290625,0.000290625
419,1670.46,0.34351,0.27777,0.88085,0.67182,0.72754,0.70811,0.48303,1.12397,1.4885,1.59574,0.000287324,0.000287324,0.000287324
420,1674.21,0.29156,0.22462,0.8482,0.61034,0.82527,0.76049,0.51696,1.14166,1.51941,1.63071,0.000284023,0.000284023,0.000284023
421,1678.75,0.31439,0.26663,0.87433,0.66404,0.75,0.78303,0.55095,1.1229,1.42148,1.61913,0.000280723,0.000280723,0.000280723
422,1682.55,0.30892,0.23868,0.8527,0.63012,0.78878,0.72941,0.5176,1.13789,1.40188,1.62641,0.000277422,0.000277422,0.000277422
423,1686.05,0.30419,0.24684,0.85062,0.59154,0.77083,0.70213,0.49263,1.14388,1.46949,1.61938,0.000274121,0.000274121,0.000274121
424,1690.75,0.31494,0.2465,0.86665,0.61847,0.78411,0.69552,0.48884,1.14103,1.49555,1.61445,0.000270821,0.000270821,0.000270821
425,1694.65,0.33342,0.26906,0.88375,0.63135,0.79154,0.71938,0.50196,1.10926,1.49856,1.58673,0.00026752,0.00026752,0.00026752
426,1698.3,0.32631,0.26603,0.8674,0.61559,0.76722,0.71031,0.50315,1.07455,1.49013,1.57288,0.00026422,0.00026422,0.00026422
427,1702.53,0.31397,0.25664,0.86318,0.59622,0.77989,0.7175,0.50017,1.09584,1.56076,1.58906,0.000260919,0.000260919,0.000260919
428,1707.34,0.31107,0.22278,0.86913,0.60686,0.8125,0.73234,0.51188,1.11325,1.64991,1.59474,0.000257618,0.000257618,0.000257618
429,1710.84,0.29105,0.23892,0.85615,0.6056,0.80108,0.73588,0.51614,1.12362,1.66525,1.6007,0.000254318,0.000254318,0.000254318
430,1714.6,0.302,0.26296,0.85467,0.60082,0.76042,0.7345,0.50606,1.13382,1.68898,1.62142,0.000251017,0.000251017,0.000251017
431,1718.74,0.31215,0.25329,0.86897,0.61322,0.77022,0.74683,0.51579,1.13298,1.71043,1.62359,0.000247716,0.000247716,0.000247716
432,1723.16,0.29706,0.23061,0.86099,0.59889,0.76218,0.73058,0.50843,1.11489,1.71328,1.59557,0.000244416,0.000244416,0.000244416
433,1726.67,0.32704,0.26188,0.86268,0.59631,0.76097,0.72555,0.50944,1.0839,1.73832,1.56961,0.000241115,0.000241115,0.000241115
434,1730.56,0.33946,0.27539,0.87924,0.6164,0.79145,0.73717,0.51075,1.06093,1.72651,1.55451,0.000237814,0.000237814,0.000237814
435,1735.13,0.31098,0.27184,0.86062,0.61017,0.79093,0.73713,0.51472,1.06072,1.74116,1.54967,0.000234514,0.000234514,0.000234514
436,1738.72,0.33987,0.27334,0.88912,0.47096,0.97917,0.70757,0.50286,1.05954,1.74715,1.5071,0.000231213,0.000231213,0.000231213
437,1742.29,0.31501,0.24788,0.87095,0.46653,0.97917,0.70113,0.49615,1.06733,1.7729,1.50478,0.000227912,0.000227912,0.000227912
438,1746.68,0.31006,0.24698,0.85689,0.55583,0.8834,0.69349,0.49259,1.05599,1.86502,1.51923,0.000224612,0.000224612,0.000224612
439,1750.68,0.31105,0.24731,0.88503,0.5618,0.83646,0.70596,0.50209,1.05647,1.89261,1.53243,0.000221311,0.000221311,0.000221311
440,1754.38,0.32342,0.26586,0.87425,0.60111,0.82292,0.70787,0.51419,1.07051,1.92835,1.5228,0.00021801,0.00021801,0.00021801
441,1757.92,0.30409,0.23753,0.85595,0.57214,0.75,0.69163,0.49467,1.07758,1.95113,1.5112,0.00021471,0.00021471,0.00021471
442,1762.64,0.29331,0.22582,0.85227,0.58767,0.72917,0.68876,0.49516,1.06541,1.91414,1.52758,0.000211409,0.000211409,0.000211409
443,1766.21,0.29707,0.24379,0.87146,0.59242,0.75571,0.70803,0.51484,1.04311,1.8068,1.52661,0.000208108,0.000208108,0.000208108
444,1769.95,0.32503,0.26461,0.86306,0.58619,0.75,0.72193,0.52454,1.03242,1.69811,1.51874,0.000204808,0.000204808,0.000204808
445,1774.09,0.308,0.22554,0.85793,0.59465,0.75,0.72712,0.52379,1.03426,1.64846,1.53092,0.000201507,0.000201507,0.000201507
446,1778.83,0.29307,0.23803,0.86338,0.57869,0.71272,0.71076,0.51133,1.04505,1.63493,1.53998,0.000198206,0.000198206,0.000198206
447,1782.38,0.29382,0.23975,0.8526,0.58869,0.74526,0.71153,0.51314,1.05909,1.65668,1.53999,0.000194906,0.000194906,0.000194906
448,1785.97,0.30963,0.24885,0.86489,0.58321,0.75136,0.70345,0.50946,1.05154,1.62023,1.52276,0.000191605,0.000191605,0.000191605
449,1790.8,0.26887,0.22551,0.84727,0.59704,0.77426,0.71289,0.51951,1.04126,1.58368,1.51571,0.000188304,0.000188304,0.000188304
450,1794.61,0.30836,0.24868,0.85791,0.59039,0.77083,0.7107,0.51614,1.01761,1.57196,1.51474,0.000185004,0.000185004,0.000185004
451,1798.22,0.31443,0.25206,0.85611,0.59955,0.7673,0.69693,0.51178,1.01718,1.58368,1.51638,0.000181703,0.000181703,0.000181703
452,1802.7,0.29129,0.22538,0.85226,0.59656,0.76281,0.70979,0.52252,1.03554,1.58594,1.52024,0.000178402,0.000178402,0.000178402
453,1806.76,0.30248,0.23505,0.86109,0.60597,0.70166,0.69843,0.50774,1.04265,1.58646,1.53002,0.000175102,0.000175102,0.000175102
454,1810.53,0.29126,0.21899,0.86582,0.62797,0.70603,0.70427,0.51379,1.04726,1.53335,1.53689,0.000171801,0.000171801,0.000171801
455,1814.39,0.28721,0.21779,0.86219,0.59785,0.75,0.71531,0.52131,1.03796,1.53724,1.52844,0.0001685,0.0001685,0.0001685
456,1819.21,0.28826,0.23295,0.84616,0.60863,0.78125,0.73588,0.54006,1.04874,1.58537,1.54499,0.0001652,0.0001652,0.0001652
457,1822.64,0.28257,0.22411,0.85955,0.60407,0.78125,0.73199,0.53168,1.05839,1.5993,1.54721,0.000161899,0.000161899,0.000161899
458,1826.4,0.31467,0.24787,0.86533,0.59078,0.77578,0.72238,0.52155,1.08358,1.60378,1.56371,0.000158598,0.000158598,0.000158598
459,1830.62,0.29678,0.22722,0.86763,0.58547,0.77645,0.7086,0.5151,1.08257,1.62137,1.55221,0.000155298,0.000155298,0.000155298
460,1835.31,0.30149,0.23328,0.8615,0.59369,0.77803,0.71323,0.51682,1.06314,1.6687,1.54454,0.000151997,0.000151997,0.000151997
461,1838.91,0.30863,0.23126,0.86368,0.60533,0.77891,0.71894,0.51592,1.06064,1.68487,1.55175,0.000148696,0.000148696,0.000148696
462,1843.35,0.25347,0.18895,0.85182,0.60284,0.78776,0.71234,0.51179,1.0613,1.67269,1.57053,0.000145396,0.000145396,0.000145396
463,1847.6,0.29812,0.23413,0.87229,0.61702,0.78309,0.72673,0.52387,1.05451,1.6488,1.5665,0.000142095,0.000142095,0.000142095
464,1851.5,0.28576,0.22536,0.84539,0.60659,0.77763,0.7423,0.52877,1.03561,1.63851,1.54607,0.000138794,0.000138794,0.000138794
465,1854.71,0.3136,0.2512,0.88654,0.60782,0.77905,0.74405,0.52589,1.02602,1.6068,1.54557,0.000135494,0.000135494,0.000135494
466,1859.4,0.30651,0.23671,0.8794,0.61555,0.78292,0.76355,0.54793,1.0371,1.56853,1.55435,0.000132193,0.000132193,0.000132193
467,1863.19,0.29406,0.24348,0.87229,0.59627,0.79175,0.75862,0.54971,1.04728,1.55379,1.55979,0.000128892,0.000128892,0.000128892
468,1867.26,0.26356,0.21525,0.84283,0.58191,0.78125,0.74002,0.53723,1.06703,1.56146,1.56616,0.000125592,0.000125592,0.000125592
469,1870.61,0.29271,0.22432,0.85659,0.624,0.74907,0.73266,0.53469,1.07848,1.56143,1.57582,0.000122291,0.000122291,0.000122291
470,1875.86,0.30683,0.22483,0.86638,0.58399,0.75271,0.69865,0.51737,1.07254,1.53672,1.57587,0.00011899,0.00011899,0.00011899
471,1879.37,0.31498,0.24919,0.87644,0.58672,0.76217,0.68891,0.50816,1.07188,1.5234,1.57675,0.00011569,0.00011569,0.00011569
472,1882.86,0.28397,0.22329,0.86333,0.58083,0.73354,0.67274,0.49115,1.06295,1.52949,1.58185,0.000112389,0.000112389,0.000112389
473,1886.79,0.25758,0.22382,0.85163,0.60011,0.76524,0.67246,0.49232,1.05783,1.52666,1.57739,0.000109088,0.000109088,0.000109088
474,1891.27,0.28948,0.24837,0.86494,0.60756,0.7418,0.7117,0.51382,1.04755,1.56153,1.56724,0.000105788,0.000105788,0.000105788
475,1894.87,0.29289,0.24075,0.86543,0.62202,0.73943,0.72746,0.52339,1.04761,1.55361,1.56826,0.000102487,0.000102487,0.000102487
476,1898.79,0.30383,0.23899,0.87139,0.61349,0.80208,0.73135,0.53009,1.05717,1.47631,1.58458,9.91865e-05,9.91865e-05,9.91865e-05
477,1903.48,0.30138,0.22895,0.86627,0.609,0.80208,0.73805,0.53099,1.06187,1.4526,1.58918,9.58858e-05,9.58858e-05,9.58858e-05
478,1907.62,0.30097,0.22411,0.86162,0.6083,0.7765,0.73902,0.5281,1.07791,1.47415,1.59892,9.25852e-05,9.25852e-05,9.25852e-05
479,1911.15,0.27803,0.2249,0.86056,0.6045,0.76845,0.73977,0.52531,1.08499,1.48844,1.60502,8.92845e-05,8.92845e-05,8.92845e-05
480,1916.17,0.27959,0.22464,0.88077,0.61441,0.76876,0.74701,0.53006,1.08809,1.51524,1.60944,8.59839e-05,8.59839e-05,8.59839e-05
481,1919.68,0.27819,0.21823,0.84245,0.6173,0.76924,0.74449,0.523,1.08933,1.53176,1.60042,8.26832e-05,8.26832e-05,8.26832e-05
482,1923.41,0.26057,0.19578,0.83569,0.60081,0.77738,0.73524,0.5202,1.09111,1.5556,1.60354,7.93825e-05,7.93825e-05,7.93825e-05
483,1927.25,0.28791,0.22378,0.86108,0.59332,0.77272,0.72082,0.5112,1.08854,1.56912,1.59696,7.60819e-05,7.60819e-05,7.60819e-05
484,1932.15,0.29857,0.2228,0.86317,0.61553,0.7508,0.72384,0.51523,1.08813,1.56889,1.59918,7.27812e-05,7.27812e-05,7.27812e-05
485,1935.57,0.25792,0.20997,0.85269,0.59748,0.77267,0.72384,0.51831,1.08387,1.57724,1.59387,6.94806e-05,6.94806e-05,6.94806e-05
486,1939.24,0.26685,0.22502,0.85935,0.61513,0.77746,0.72005,0.51305,1.08094,1.59144,1.5887,6.61799e-05,6.61799e-05,6.61799e-05
487,1943.81,0.25973,0.21198,0.85831,0.62441,0.77926,0.72088,0.51539,1.07754,1.59094,1.582,6.28792e-05,6.28792e-05,6.28792e-05
488,1947.89,0.27996,0.22667,0.86497,0.62491,0.78058,0.72148,0.51727,1.07804,1.58435,1.58926,5.95786e-05,5.95786e-05,5.95786e-05
489,1951.55,0.26259,0.21013,0.85869,0.6219,0.77719,0.71962,0.51885,1.07836,1.58361,1.58932,5.62779e-05,5.62779e-05,5.62779e-05
490,1955.58,0.2738,0.2213,0.83741,0.62375,0.77676,0.72209,0.51473,1.08387,1.58178,1.59683,5.29773e-05,5.29773e-05,5.29773e-05
491,1964.22,0.19675,0.14946,0.81167,0.61873,0.77655,0.72766,0.5175,1.08531,1.58021,1.59548,4.96766e-05,4.96766e-05,4.96766e-05
492,1968.04,0.17734,0.14547,0.78151,0.61729,0.77345,0.7117,0.50481,1.08788,1.57573,1.58901,4.63759e-05,4.63759e-05,4.63759e-05
493,1972.78,0.18462,0.1452,0.7986,0.61768,0.76935,0.72106,0.51254,1.09217,1.56704,1.58823,4.30753e-05,4.30753e-05,4.30753e-05
494,1976.48,0.1981,0.14696,0.78602,0.62913,0.7782,0.72536,0.51867,1.10522,1.5643,1.59417,3.97746e-05,3.97746e-05,3.97746e-05
495,1980.13,0.18613,0.14136,0.78769,0.64084,0.77909,0.73647,0.52619,1.10518,1.56784,1.59436,3.6474e-05,3.6474e-05,3.6474e-05
496,1986.1,0.17812,0.13772,0.79067,0.66216,0.78816,0.7419,0.53075,1.1058,1.59389,1.60075,3.31733e-05,3.31733e-05,3.31733e-05
497,1989.61,0.18881,0.15194,0.79002,0.66112,0.78859,0.7527,0.53751,1.10194,1.58321,1.60034,2.98726e-05,2.98726e-05,2.98726e-05
498,1993.05,0.16456,0.12981,0.7875,0.64617,0.75732,0.7508,0.53248,1.09599,1.57693,1.59947,2.6572e-05,2.6572e-05,2.6572e-05
499,1996.49,0.17647,0.13584,0.77604,0.64985,0.77462,0.75216,0.53358,1.09619,1.57978,1.60216,2.32713e-05,2.32713e-05,2.32713e-05
500,2000.71,0.16891,0.13151,0.7805,0.65155,0.75785,0.75145,0.53567,1.09584,1.59316,1.60587,1.99707e-05,1.99707e-05,1.99707e-05
